threshold,aep,ari,longitude,latitude,hit
0.1000000000,0.0000001420,7042253.5211267602,24.2140100000,12.7877697842,1
0.1000000000,0.0000001820,5494505.4945054948,24.2589300000,12.7877697842,1
0.1000000000,0.0000001700,5882352.9411764713,24.3038500000,12.7877697842,1
0.1000000000,0.0000001600,6250000.0000000000,24.3487600000,12.7877697842,1
0.1000000000,0.0000001120,8928571.4285714291,24.3936800000,12.7877697842,1
0.1000000000,0.0000000920,10869565.2173913047,24.4385900000,12.7877697842,1
0.1000000000,0.0000000600,16666666.6666666679,24.4835100000,12.7877697842,1
0.1000000000,0.0000000520,19230769.2307692282,24.5284200000,12.7877697842,1
0.1000000000,0.0000000320,31249999.9999999963,24.5733400000,12.7877697842,1
0.1000000000,0.0000000220,45454545.4545454606,24.6182600000,12.7877697842,1
0.1000000000,0.0000000140,71428571.4285714328,24.6631700000,12.7877697842,1
0.1000000000,0.0000000120,83333333.3333333284,24.7080900000,12.7877697842,1
0.1000000000,0.0000000060,166666666.6666666567,24.7530000000,12.7877697842,1
0.1000000000,0.0000000020,499999999.9999999404,23.8546900000,12.8327338129,1
0.1000000000,0.0000000040,249999999.9999999702,23.8996000000,12.8327338129,1
0.1000000000,0.0000000120,83333333.3333333284,23.9445200000,12.8327338129,1
0.1000000000,0.0000000220,45454545.4545454606,23.9894300000,12.8327338129,1
0.1000000000,0.0000000560,17857142.8571428582,24.0343500000,12.8327338129,1
0.1000000000,0.0000000680,14705882.3529411759,24.0792700000,12.8327338129,1
0.1000000000,0.0000001040,9615384.6153846141,24.1241800000,12.8327338129,1
0.1000000000,0.0000001560,6410256.4102564109,24.1691000000,12.8327338129,1
0.1000000000,0.0000002280,4385964.9122807020,24.2140100000,12.8327338129,1
0.1000000000,0.0000003140,3184713.3757961784,24.2589300000,12.8327338129,1
0.1000000000,0.0000003100,3225806.4516129033,24.3038500000,12.8327338129,1
0.1000000000,0.0000002960,3378378.3783783782,24.3487600000,12.8327338129,1
0.1000000000,0.0000002240,4464285.7142857146,24.3936800000,12.8327338129,1
0.1000000000,0.0000001780,5617977.5280898875,24.4385900000,12.8327338129,1
0.1000000000,0.0000001440,6944444.4444444450,24.4835100000,12.8327338129,1
0.1000000000,0.0000001080,9259259.2592592593,24.5284200000,12.8327338129,1
0.1000000000,0.0000000620,16129032.2580645159,24.5733400000,12.8327338129,1
0.1000000000,0.0000000380,26315789.4736842103,24.6182600000,12.8327338129,1
0.1000000000,0.0000000180,55555555.5555555597,24.6631700000,12.8327338129,1
0.1000000000,0.0000000140,71428571.4285714328,24.7080900000,12.8327338129,1
0.1000000000,0.0000000060,166666666.6666666567,24.7530000000,12.8327338129,1
0.1000000000,0.0000000020,499999999.9999999404,24.7979200000,12.8327338129,1
0.1000000000,0.0000000020,499999999.9999999404,24.8428300000,12.8327338129,1
0.1000000000,0.0000000020,499999999.9999999404,24.8877500000,12.8327338129,1
0.1000000000,0.0000000020,499999999.9999999404,23.8097700000,12.8776978417,1
0.1000000000,0.0000000020,499999999.9999999404,23.8546900000,12.8776978417,1
0.1000000000,0.0000000140,71428571.4285714328,23.8996000000,12.8776978417,1
0.1000000000,0.0000000380,26315789.4736842103,23.9445200000,12.8776978417,1
0.1000000000,0.0000000680,14705882.3529411759,23.9894300000,12.8776978417,1
0.1000000000,0.0000001160,8620689.6551724132,24.0343500000,12.8776978417,1
0.1000000000,0.0000001620,6172839.5061728396,24.0792700000,12.8776978417,1
0.1000000000,0.0000002380,4201680.6722689075,24.1241800000,12.8776978417,1
0.1000000000,0.0000003600,2777777.7777777780,24.1691000000,12.8776978417,1
0.1000000000,0.0000005180,1930501.9305019306,24.2140100000,12.8776978417,1
0.1000000000,0.0000006460,1547987.6160990712,24.2589300000,12.8776978417,1
0.1000000000,0.0000006620,1510574.0181268882,24.3038500000,12.8776978417,1
0.1000000000,0.0000006120,1633986.9281045750,24.3487600000,12.8776978417,1
0.1000000000,0.0000004780,2092050.2092050209,24.3936800000,12.8776978417,1
0.1000000000,0.0000003800,2631578.9473684211,24.4385900000,12.8776978417,1
0.1000000000,0.0000003060,3267973.8562091500,24.4835100000,12.8776978417,1
0.1000000000,0.0000002340,4273504.2735042730,24.5284200000,12.8776978417,1
0.1000000000,0.0000001720,5813953.4883720931,24.5733400000,12.8776978417,1
0.1000000000,0.0000001020,9803921.5686274506,24.6182600000,12.8776978417,1
0.1000000000,0.0000000560,17857142.8571428582,24.6631700000,12.8776978417,1
0.1000000000,0.0000000220,45454545.4545454606,24.7080900000,12.8776978417,1
0.1000000000,0.0000000100,100000000.0000000000,24.7530000000,12.8776978417,1
0.1000000000,0.0000000040,249999999.9999999702,24.7979200000,12.8776978417,1
0.1000000000,0.0000000020,499999999.9999999404,24.8428300000,12.8776978417,1
0.1000000000,0.0000000020,499999999.9999999404,24.8877500000,12.8776978417,1
0.1000000000,0.0000000060,166666666.6666666567,23.7648600000,12.9226618705,1
0.1000000000,0.0000000080,124999999.9999999851,23.8097700000,12.9226618705,1
0.1000000000,0.0000000180,55555555.5555555597,23.8546900000,12.9226618705,1
0.1000000000,0.0000000420,23809523.8095238097,23.8996000000,12.9226618705,1
0.1000000000,0.0000000660,15151515.1515151523,23.9445200000,12.9226618705,1
0.1000000000,0.0000001020,9803921.5686274506,23.9894300000,12.9226618705,1
0.1000000000,0.0000001640,6097560.9756097561,24.0343500000,12.9226618705,1
0.1000000000,0.0000002900,3448275.8620689660,24.0792700000,12.9226618705,1
